7dvq,Z,V
6h3s,A,B
3zl9,A,B
6l42,A,A
6y6k,A,A
5whg,A,A
5wwo,A,B
6fai,i,j
1jnm,A,B
1a02,J,F
2wt7,A,B
5gyy,A,A
6nzs,A,A
2f9c,A,A
7jlu,A,B
1mr1,C,D
5c4v,B,A
6ewb,G,A
5usl,B,X
4f37,H,B
3ks0,L,A
1im3,A,D
5bo1,I,B
4l3e,E,D
6ka7,C,A
1v7n,H,Z
5gzn,D,A
6fla,H,G
3u9u,C,F
5udd,J,E
6xja,H,P
4mwf,A,C
4ubd,H,Q
2gj7,A,F
4q6i,F,K
1igc,H,A
4no0,A,D
5vz1,A,C
6jxr,n,d
6kxs,A,J
1lk3,L,B
5njd,T,A
7dr4,C,J
1ahw,A,F
4z5r,K,F
1fj1,A,E
1iea,A,A
1ieb,A,B
4lhu,A,A
7cqd,L,B
6iek,E,A
6b0h,B,I
4hkj,A,D
2vol,A,B
3of6,A,D
5d93,C,D
6woz,B,D
4xpb,L,A
2iwg,A,B
2qej,A,D
1jck,A,D
3es6,A,B
6svl,D,Q
2gnx,A,A
5ue8,A,A
6xgu,B,B
1xa6,A,A
5nus,B,A
6kxk,A,A
5ixc,A,A
4qj3,B,B
6pmp,A,B
4qj4,B,B
1cjy,A,A
4p42,A,B
2n1t,E,B
5w5c,F,E
5w5d,F,B
1wio,A,B
5u1f,M,M
4z18,A,B
4myw,B,C
5nax,A,A
4b0f,A,C
4pxq,A,B
4gng,A,D
6rbf,A,C
6n29,A,A
6tm2,A,A
7o2w,A,B
2l1w,B,A
4zi8,A,A
4xxw,A,A
6gl7,E,D
1o6s,B,A
4ux8,A,A
6q2j,E,E
7amk,B,A
7ml7,B,A
1szh,A,B
4b8a,B,A
3d45,A,A
5fxy,E,G
6g16,A,B
6wkr,N,A
6fc3,B,A
2pqr,C,D
6oee,A,B
3iec,E,A
4dvy,P,P
3cwx,A,B
2g3v,A,C
5h3v,A,B
6gyb,B,D
3jqo,B,A
6jho,A,B
6v22,E,F
6v35,E,A
1ihm,A,B
6gsi,A,J
3bow,A,C
1kfu,L,L
5hca,A,B
5v8z,B,A
6eny,G,D
7a8t,B,A
4tly,A,B
3e9t,A,C
3kl8,F,A
4qnh,B,R
6cnm,A,C
5ig3,A,E
5ldt,A,B
5h6i,A,C
3n2q,A,A
6nf1,A,A
5m50,C,D
4le8,A,B
4tpv,A,B
4ifa,A,A
6imf,A,A
5g1j,A,B
6ta7,G,D
4wbe,B,C
4nwv,A,B
5tip,A,D
1j5q,A,A
5zvt,b,B
5fa0,A,B
3p42,A,A
2hkn,A,B
2hqh,A,E
1txq,A,B
3ven,A,A
5kdr,B,B
5aq0,A,B
4wi0,B,B
4cpa,I,J
2r3b,A,B
3rrb,A,A
6gk2,H,F
4nqk,A,A
4a2q,A,A
4l5g,A,B
6ac6,A,A
2oqb,A,B
5x62,A,B
2kz7,C,A
1opo,A,A
1ndf,A,B
4xb4,A,B
4qqw,A,A
4qqx,A,C
4z7k,A,B
4z7l,A,A
3zfv,A,C
4oo8,A,A
6joo,A,A
4ogc,A,A
4oge,A,A
6o0y,A,A
6rj9,C,C
6wbr,A,A
5xbi,A,B
5yc9,B,A
3qyf,A,B
5w93,A,B
3t6g,B,A
5fsh,A,B
4n06,A,B
6qxf,I,B
5xvn,B,E
7kft,D,C
4mak,A,B
3vzi,A,B
7kha,A,B
5cd4,H,G
5h9e,J,A
5yi6,A,B
6s6b,H,H
6s8b,H,X
3w2w,B,A
6s8e,H,G
2zop,A,B
1z3h,A,A
4rgp,A,B
6yud,A,B
6w1x,A,A
5uz9,A,B
6b44,A,H
6b45,C,L
6lnb,B,J
5h9f,D,K
5u07,D,J
6o6s,A,B
3zth,A,B
6x7q,A,B
1noc,B,A
1iph,A,B
4qol,A,A
5bv2,P,P
1sy7,A,A
3vu3,A,C
4eyc,A,B
4cdd,A,D
1iwo,A,A
6zhf,A,A
1kju,A,A
4kyt,A,B
3w5a,B,C
4uu0,A,A
5vrf,A,B
7kzx,A,B
7eeb,E,G
1auu,A,B
3rio,A,A
2x53,1,Y
2x54,0,N
5fb4,A,B
3f6n,A,C
3g43,E,F
5gjv,A,A
6lmt,A,B
4wl2,A,B
5u7z,B,A
2l48,A,B
2h28,A,B
6qmp,A,B
7c9o,B,A
1io4,D,C
4v02,A,D
5u1g,C,K
1ou0,A,B
3eeq,A,B
5x3x,M,Q
4hzu,T,S
5d3m,D,C
5zt7,A,A
2jh3,A,A
2hb0,A,B
3f83,A,A
6xar,A,B
5axi,A,A
5hkw,A,A
5j3x,B,B
1nkg,A,A
2xhn,A,A
6b15,A,B
1of3,A,B
3aqx,A,B
4uz8,A,B
4v2x,A,A
5e9o,A,B
4jpq,A,B
4qi4,A,A
4qi5,A,A
4z4a,A,B
1us2,A,A
1j83,A,B
5dhe,A,B
6bt9,A,A
1itc,A,A
6fhv,A,A
2v8m,A,B
2c3v,A,B
5gxx,A,B
5x7o,A,A
3zm8,A,A
6rzn,A,A
5yn2,A,A
4xun,A,B
3k4z,A,A
1uxz,A,B
6kjl,A,A
2jv7,A,B
6pcz,A,B
6yar,A,B
6yay,A,C
6ybb,A,E
7lj7,A,B
5nmu,A,B
3l2b,A,A
1pvm,A,B
5x9g,A,A
4l0d,A,B
7bxu,A,A
5k22,B,A
3gs2,B,A
4owf,A,G
2adl,A,B
3g7z,C,A
1x75,C,A
6j4o,B,A
6h9m,A,B
5odc,B,B
5odh,B,C
4fqn,A,B
4y5o,A,B
6zmq,A,A
1iqc,A,C
6fu3,A,A
6vja,C,D
4tw0,A,C
5lgd,A,B
6i2k,E,B
7myz,C,C
4rww,A,B
3nws,A,B
4hce,A,B
3rmh,A,B
6lbr,A,B
6lbt,A,C
6s1m,C,B
5fwl,E,E
5dgo,A,A
6ptj,c,E
5u8s,E,2
5u8t,E,2
6ptn,h,l
6raw,A,L
5kiw,A,C
5ifs,B,A
2pjh,B,A
6mdm,A,K
2p63,A,B
6lkn,F,J
6k7g,C,A
6k7h,C,A
4dm4,A,B
5ydf,A,B
6ted,X,V
7bez,A,B
2pof,A,B
4qi3,A,B
5j70,A,A
6ytt,A,B
2h9a,A,B
2ycl,A,A
4djd,E,A
4c1n,A,I
1jsu,C,B
4g6v,A,C
5j4a,A,C
5e3e,C,E
5j5v,C,B
4ntq,B,A
2kw6,A,B
1ung,D,A
1fpz,B,D
4qm8,A,B
4o6m,A,B
5mlq,A,B
2wvr,C,B
1sr4,A,C
4xvh,A,A
1t33,A,B
6gdt,B,E
2z9e,A,B
5ccu,A,A
3gyc,A,B
5jnp,A,B
4p02,A,A
5tsz,A,B
1ufi,A,B
6o2d,A,B
6mup,K,F
5z08,D,B
4p0t,A,B
6eqt,A,B
6nuw,E,C
4ndy,A,S
3vh5,A,W
4ne1,a,b
7da2,A,E
6j99,B,K
4z2m,J,B
6xws,B,C
5bs7,C,E
5lsk,P,A
6f07,A,B
6fe8,A,C
6gys,B,B
4l0r,A,B
6g7o,A,A
2zxc,A,B
4wgk,A,A
3suk,A,B
1jya,A,B
5z38,A,G
1xkp,C,A
1jyo,A,F
3kxy,A,T
1l2w,A,I
4gf3,A,B
1l0s,A,A
4y7s,A,C
4oi4,B,A
2npi,C,A
4xah,A,B
4ww5,B,A
3enh,C,B
1sjj,B,A
4b7l,A,B
5hwk,A,B
3e0s,A,B
1jep,A,B
4doo,A,B
3zph,A,C
5wx7,B,C
1tlw,A,B
5d74,A,B
2io7,A,A
5d76,A,A
1k3s,A,B
3vjp,A,B
4u9t,B,B
4in3,B,C
6k62,A,B
1qba,A,A
1qbb,A,A
1c7s,A,A
2lql,A,A
5o31,X,Z
5xtc,u,S
5xtd,u,s
5aj3,m,G
6ymz,A,A
1xkr,A,A
5xlx,A,B
5ftw,A,A
5xly,A,B
6s1k,A,C
1b3q,A,A
3ja6,A,M
6vpw,A,B
1a0o,B,A
1kmi,Z,Y
4txg,A,A
5dez,A,B
4mpi,A,B
5gzt,B,B
6gjt,A,B
5h45,A,B
4lcz,A,B
5xnl,R,A
4rku,3,A
5zgb,4,L
5zji,2,N
5xnm,R,H
6kac,R,B
4xk8,4,F
6igz,0,H
4y28,2,J
5l8r,1,G
4m05,A,C
4nwp,F,G
4np4,A,A
4cnl,A,A
4x36,A,A
2ixu,A,A
4ttu,A,A
4r77,A,B
6utp,E,E
4ug4,B,E
6fny,A,A
1i19,A,B
5z9t,A,B
2xcm,E,C
4lu5,A,B
6rfg,A,B
6rfl,Q,Y
6ric,J,I
6rid,J,C
6a9e,A,B
6cbc,A,A
4lj2,A,A
2ahc,A,B
6tjv,P,Q
4nw2,A,A
5t1i,A,B
2fmm,D,E
5exv,A,B
7bj3,A,A
2jss,B,A
5xtb,I,P
6g2j,r,D
6g72,r,V
6zk9,h,3
6zkc,h,i
4nac,A,B
4mac,A,B
2yk0,A,A
4dhx,A,B
3efy,A,B
6p8i,A,A
6um2,A,A
2l29,A,B
4uoc,A,B
4uuw,A,A
4uux,A,B
5vji,C,F
5j09,A,E
6zyv,A,B
5gmk,G,F
6rbk,A,B
6rao,G,H
7lvs,F,F
1xr4,A,B
3h9p,A,B
6ol0,A,B
4f35,A,B
6hxh,A,B
4lpa,A,D
4md7,A,B
7kiy,A,A
4qmi,A,B
6sbz,A,D
5ods,A,A
5gjw,E,A
3km5,A,B
4lo4,A,B
5b2g,B,A
2b9l,A,A
5ew5,A,C
1jch,A,B
1rh1,A,A
7nsu,D,D
7nst,D,E
3eip,A,B
4udm,A,B
4ohv,A,A
6of2,B,D
4yjm,A,B
3mem,A,A
3swf,A,B
5kn4,A,B
2bm8,A,B
5dik,A,B
5kik,A,A
6sh8,K,y
4zk7,A,B
7l85,B,A
4oj7,A,E
5j6f,B,B
5ckx,C,A
1d2o,A,A
6m3y,A,A
6yvu,D,C
6yvv,D,A
5oqn,B,A
6yhk,A,A
3la7,A,A
2xko,A,C
5cvr,A,A
5u6o,A,B
6x0v,G,H
4b8b,A,B
4wde,A,B
2xmo,A,A
6wsk,A,A
4cxf,B,A
1cnt,1,1
6ivc,A,B
1j31,A,B
5n6h,A,A
4cyf,A,A
4zo4,A,B
6n39,A,A
1nu7,D,H
1aoc,A,B
6tzt,A,B
1xcb,E,A
2csu,A,B
5dbn,A,B
5yit,A,B
4zrp,A,B
3kq4,A,B
4zrq,A,A
1g64,A,B
4zhj,A,B
6ysg,A,A
6gml,V,V
1c9k,A,B
4lps,A,B
4hi0,E,A
1nij,A,A
5im6,A,U
5ey0,A,B
5ey1,A,A
3mln,A,B
3mlp,A,B
2vh8,A,D
6scj,A,A
6bwg,B,C
6uvx,A,B
6xi9,A,A
5y1z,A,C
1aoh,A,B
6wg3,E,C
5c6g,C,C
5k31,A,B
5o7e,A,A
1tfk,A,B
5znm,A,A
2a8k,A,B
2dfx,E,I
2hdi,B,A
4n59,A,B
1lpa,A,A
1lpb,A,B
1n8s,C,A
5cti,A,B
4qfu,B,K
5msy,A,A
3hsh,A,B
2xgf,A,B
1ocy,A,A
6m17,B,D
4wai,A,B
4mqd,A,B
6bp6,A,B
6qoz,B,E
5a32,B,A
1mz9,A,B
6i1p,5,W
6hum,J,M
6khi,J,O
6cfw,K,J
6khj,H,S
6l7o,H,K
6rfr,C,M
5xfa,A,B
6zka,t,L
6zkb,t,n
6zkd,t,p
5ool,v,w
5oom,v,u
4us7,A,B
5fd4,A,B
5jub,A,B
6prk,A,B
4tx3,B,A
5t81,B,A
5er7,A,B
6aie,A,B
5n76,A,D
5a1x,M,M
1ix2,A,B
3zlc,A,B
6k83,A,B
3n7d,A,B
5b1j,C,A
1mg2,C,D
1mg3,C,A
1mda,A,L
5eo6,A,B
6e12,A,B
4rhp,A,B
7lht,A,B
4wnr,A,A
6vp6,A,C
6dd8,A,B
5jrw,A,B
2p13,A,B
7oca,E,E
4rpt,A,B
1d7m,A,B
4yg7,D,K
4pu3,A,A
5x29,A,B
5c8s,B,D
5c8t,B,A
6w75,A,C
4rs4,A,C
4s1t,A,A
7k0r,A,C
7exm,A,C
7rqg,A,B
3gzf,A,C
5f22,A,B
7krp,C,A
4ud1,A,B
4ovz,A,B
5szs,A,B
4f5c,E,A
4n4y,A,B
5ndc,A,B
5b1a,A,D
6kob,A,D
5weh,A,D
5b1b,A,F
5b3s,A,G
5iy5,A,J
5luf,x,8
5w97,a,l
5wau,A,M
1xme,A,C
6wti,A,B
6adq,F,H
7jro,a,d
7rh7,R,V
5djq,A,B
6xkw,n,p
5x19,B,I
6rkz,A,B
6rl0,A,D
4txv,B,A
5x1b,B,E
6t0b,c,m
6giq,e,A
6hu9,e,A
2ns9,A,B
4yty,A,A
1ytl,A,B
6gfo,E,D
6gg7,C,A
6gve,C,B
5mpf,A,B
1b33,N,B
1jh6,A,B
4o4o,A,B
4wzr,A,B
1aon,O,P
4pj1,1,M
6nr8,H,3
6nr9,A,1
7lup,A,Q
3e0r,A,A
1jdb,B,B
5dot,A,A
5hy7,A,B
2hye,A,C
6pai,A,C
6q0r,A,E
5zwo,3,2
7abi,E,7
4tz4,A,A
6g90,P,S
6y50,v,9
5ife,A,B
2b5l,A,C
6eoj,A,B
6bll,A,C
5a8t,A,A
3v67,A,B
4v1a,v,n
7of0,q,1
7oi7,q,F
4m8z,A,B
1aua,A,A
7e0w,A,B
5a40,A,B
4r60,A,B
4s2r,P,P
1j2t,A,B
5jem,C,A
1kbh,B,A
2l14,A,B
4r56,A,B
4nad,A,B
1xta,A,B
6zn8,A,C
4ill,A,A
4c98,A,A
4q11,A,B
6kj6,J,F
1w9c,A,B
5dis,A,A
4wvf,C,B
5dh9,C,C
5jlj,C,C
5uww,C,C
5cro,A,B
5lwg,A,D
1jo0,A,B
6ukj,A,H
7a0t,A,B
7a0q,A,A
5b5i,A,B
4w8j,A,A
4w9a,A,A
5z6d,A,B
1yhp,A,A
6mv1,A,A
5jx4,A,B
3trz,C,F
5xgu,A,A
2ix0,A,A
4rny,A,A
4rnz,A,A
6u2a,A,A
4wrl,B,D
6l7a,J,K
6l7c,J,A
5l2d,A,B
6gpe,A,B
5ktb,A,B
3n4x,A,A
4emc,A,C
4uw2,B,B
3n7n,A,E
5xyn,B,A
5an6,A,C
4qts,A,B
6r6h,D,E
6r7n,D,G
6r7f,D,F
6r7i,D,G
6r7h,E,H
5a5t,K,L
3jck,H,F
2fgy,A,B
4i0w,A,B
5dmb,D,A
4b9g,A,B
1ro7,A,B
5w2l,A,B
6w6w,A,C
5msm,B,A
6s2f,D,A
5oki,H,B
7bgf,A,B
7jv7,C,B
6swy,8,9
7nsc,H,H
4mfv,A,B
5trd,A,A
4zdi,B,F
4q2e,A,B
4xwi,A,B
4mvc,A,B
3h0d,B,B
4g7w,A,B
4g7x,A,B
6im9,A,B
6hbe,A,A
6dzd,A,B
5wja,A,D
4zel,A,A
4lmf,A,D
5cis,A,A
4lor,A,A
5fws,A,A
7m0r,E,B
5fwt,A,A
3x27,A,B
3cz3,A,C
5ow6,A,C
1otr,A,B
4jqu,B,A
4p5o,A,A
1ldk,A,E
4f52,A,E
1u6g,A,C
4a0c,C,B
4wqo,D,A
5ufi,A,B
4lej,A,A
1ipj,A,A
1rc6,A,A
1xe7,A,B
3d82,A,B
5o66,D,A
2d5v,A,A
3q5w,A,B
4r9x,A,B
4oyl,A,C
4q2j,A,A
1iqx,A,B
1jrq,A,A
1ksi,A,A
1lvn,A,A
1n9e,A,A
4bz4,A,B
1ws7,A,B
1j4v,A,B
5lj3,R,C
6id0,U,U
6ff4,R,R
6id1,P,C
6zym,R,A
5i8l,A,A
2k03,B,A
5zrt,A,B
4y42,A,D
4ysx,D,A
4ysy,D,B
4ysz,D,C
6lo8,D,A
1h3g,A,B
4m8d,A,B
2pk9,B,D
6rij,B,D
1jkw,A,A
4p41,A,A
1g3n,C,C
1zx8,B,C
4v3g,A,B
3myu,A,B
5a9b,A,A
5ezn,A,E
6p5x,A,A
6p5z,A,A
4n6n,B,A
5bpu,A,B
4mqw,B,A
4l0o,A,C
1kbi,A,A
7jtk,k,W
5a5y,A,B
2h92,A,B
3fdi,A,B
3a9f,A,B
6t15,C,U
4pd4,C,H
4u3f,C,F
5kkz,A,C
1kb9,C,E
1sp3,A,A
4qo5,A,A
1wve,C,A
2xts,B,A
4pw9,B,A
1kb0,A,A
7rh5,I,Y
6amg,A,B
4pbu,E,F
4pj0,E,J
4ub6,E,R
4q54,E,V
4o6y,A,B
4o9r,A,A
5kli,A,B
7rh6,F,I
5n1t,B,A
1dwl,B,A
4nfg,B,A
5klv,D,H
1kyo,D,I
1m1p,D,E
4rvy,v,u
6i5b,A,A
2j7a,B,C
1z1n,X,X
6r6n,A,B
1aof,A,A
5yq7,C,C
7c52,C,b
5y5s,C,S
7c9r,C,H
4ml8,A,C
5vob,B,D
5voc,B,A
7lbe,B,C
7jrg,G,C
7d5i,A,A
5doq,A,B
6rko,A,X
2wto,A,B
1h21,A,B
4bhk,A,B
4zgn,A,A
4zgq,A,B
5b08,A,B
4rv7,A,B
4yxj,A,A
2fb5,A,A
6c26,2,B
6ezn,B,H
6s7o,D,A
4wer,A,A
4up6,A,B
1vr6,A,D
4lrx,A,B
1un8,A,B
3cr3,A,C
4lrz,A,F
4zqi,A,B
4l1k,A,A
1li5,A,A
4x1j,A,B
4paa,A,B
2qcu,A,A
4p9s,A,A
4pab,A,A
5l46,A,A
3awi,A,A
1vrq,B,D
1x31,B,A
6neq,g,G
1arz,A,C
4ywj,A,A
5gz1,A,B
5xe5,A,B
3cj8,A,B
6g1h,A,A
5h2g,A,A
6cfz,A,F
7ody,A,B
5grq,A,B
6sws,A,B
3ivp,A,B
6dwz,A,E
2bw3,B,A
6b5f,A,B
7bbb,A,A
4xmq,A,B
6eus,A,B
5has,A,A
2j4h,A,B
2v9x,L,B
4lc5,A,B
6k63,A,A
2obc,A,A
1q67,A,B
5j3t,A,B
5j3q,A,B
2lyd,A,B
4qde,A,B
4qdv,A,A
4ndf,A,A
6e8a,A,B
4mco,B,C
4di3,D,A
5io9,A,B
3bpb,A,B
6juy,A,A
6u08,C,E
6k7x,E,C
1bcm,A,B
4fcy,B,A
1bco,A,A
5cr4,A,B
1mm8,A,A
6x67,C,D
6s7t,G,F
1nbw,A,A
2d0o,A,B
4noe,A,B
6fwr,A,A
5zal,A,A
4u4c,A,A
5aor,A,A
4o3m,A,A
5a9f,A,A
2vsx,A,F
6znp,A,A
3pez,A,C
4nl4,H,H
4nl8,A,A
5lj5,Q,A
4q47,A,A
5zak,A,A
5f98,E,E
4qu4,A,A
5dca,A,A
4buj,A,A
1gku,B,B
5fmf,Y,Y
1d2z,A,B
2n80,A,B
4d8o,A,A
3g5b,A,A
4zbw,A,A
4lb1,A,B
1iju,A,B
4lc3,A,B
5uto,A,B
4uqu,A,B
4ur0,A,A
5gzx,A,A
1jju,A,C
1jmx,A,A
1jmz,A,A
3a15,A,B
1iwb,A,L
1iwp,A,G
6jk1,A,B
6j69,B,A
6ekk,A,A
3tw8,A,A
4moz,A,B
6ces,D,D
6n9g,A,A
6cet,D,D
7czb,A,B
2dqa,A,B
4pj2,C,A
6gq8,A,B
1vzg,A,A
4reg,A,A
4qji,A,B
5t2f,A,A
4a9a,C,A
3nuw,A,B
4p6c,A,B
6mnz,A,A
6f38,e,i
3qmz,B,S
4ly8,A,B
4m2x,A,G
4ky4,A,A
4rpa,A,B
1ir6,A,A
1k20,A,A
6bms,A,D
2i52,A,B
5ksw,B,A
4ylf,A,A
7ljs,A,A
7ljt,A,B
4ph6,A,B
5swv,C,C
6bmb,A,A
6hqv,A,A
4rc9,A,B
5eks,A,B
6tgb,A,A
6tgc,A,A
6aj4,A,A
2ffl,A,A
1uur,A,A
1uus,A,A
6ixp,A,D
4ll8,A,E
3gix,A,B
1syx,A,B
5gan,D,F
4pgg,A,B
4qvg,A,B
6iz2,A,B
6o6l,A,C
4x8b,A,A
4who,A,B
5td3,A,A
4whp,A,B
5ft0,A,B
6bxk,A,B
6q2d,A,F
1ru8,A,B
1mdt,A,B
4ow6,A,A
5i82,A,A
4rev,A,B
4pmw,A,A
5y31,A,A
6bdz,A,A
3fhk,A,E
3e59,A,B
5z2w,B,A
4ug1,A,B
4wip,A,B
2aus,A,C
7bgb,G,J
2apo,A,A
2ey4,A,A
4aur,A,A
6pfx,A,B
4yj0,A,B
5i8j,A,B
5hy3,B,A
3w1o,A,B
1wt6,A,B
4y7j,A,A
4la2,A,B
7k17,B,B
5w1r,A,A
7k19,A,A
6zfp,A,A
4tps,B,A
4zc0,A,B
2zc2,A,B
5vaz,A,B
5guj,A,A
5w33,A,A
1eqn,C,A
4ehs,A,B
1t3w,A,B
3hho,A,A
3ucs,C,A
6zhe,A,C
5y3r,C,A
3glf,E,J
1dml,B,A
3ikm,A,A
4ztu,A,C
5n2e,A,A
5i3e,A,B
6ejt,A,B
4ou6,A,B
1t06,A,B
5llq,A,B
4wx9,A,A
1mgt,A,A
4mn4,A,A
4url,A,B
6gau,A,A
6zt5,C,A
6gav,A,A
4tma,B,B
1em8,B,A
1b04,A,B
4glx,A,A
2owo,A,A
6bkf,A,A
6bkg,A,A
1a0i,A,A
6gdr,A,A
5tt5,A,A
5lod,A,B
5wy1,A,A
3pt6,A,A
3me5,A,A
5akc,H,K
3txq,A,C
6ey7,A,B
6m5r,A,A
6m5u,A,C
6m5s,A,B
4mlp,A,B
1iqr,A,A
4u8h,A,B
3f2b,A,A
5fku,A,A
5fkv,A,A
5fkw,A,D
5agv,A,B
4mjp,A,B
1unn,A,C
1jqj,A,C
6e8d,A,A
5lew,A,A
5m1s,F,D
5dkt,A,A
4xvi,A,A
1skr,A,A
4n56,A,A
3cym,A,A
5n2g,A,A
5exr,C,B
6p1h,A,A
1xhx,A,B
2ex3,A,B
6v93,A,F
4bjd,A,A
4xq8,A,B
4lvs,A,A
4lzd,A,A
5ddy,A,C
3k75,D,B
6s1n,B,D
6hv8,B,A
4y97,A,A
7d7d,G,K
5of3,B,A
4rr2,A,B
4ljk,A,C
3maj,A,A
3uqz,A,A
4qiw,P,D
6eu0,L,Z
5gwi,A,A
4lrv,A,E
4l5b,A,B
6zkt,k,w
6zku,k,N
6zkv,k,x
6z2j,A,B
6z2k,A,F
3l4c,A,B
7dpa,A,A
2jnk,A,A
1pzr,A,B
3a98,A,B
6r1e,A,B
2nyh,A,B
6y4r,A,B
5tuv,A,D
5tuu,A,B
2aze,A,C
3njf,A,C
5ntb,A,B
4l48,A,A
6lth,R,O
4kyw,A,A
6eoo,A,A
5vta,A,A
6x6a,A,B
4riq,A,B
5z5k,B,A
6fkq,B,A
2bap,C,A
2f31,B,A
6wnl,A,B
1jx7,A,B
2d1p,A,C
2qs7,A,A
4p63,A,B
4mcu,A,B
2hi7,A,B
5nhi,A,B
1jzd,C,A
1vrs,A,D
4ml1,A,B
6iqo,A,B
4xbm,A,A
6wc4,C,A
5xw4,A,A
3awg,A,A
3htx,A,A
2a5w,A,B
2v4j,C,A
1ucr,A,B
3t5v,C,A
1zv1,A,B
6y2x,B,B
6y22,A,A
5buv,A,C
1c0w,B,B
1bi2,A,A
2imh,A,B
6un9,A,B
2o3l,A,B
6wb9,4,1
7ado,D,C
6qp4,A,B
3npp,A,B
4yhu,A,B
6ah0,J,J
3clq,A,B
4zsv,A,B
2o2a,A,B
6ird,B,C
4gnk,E,E
4an4,A,C
2p3y,A,A
2o8s,A,B
6ka4,A,B
4tvq,A,A
2o35,A,B
2pbz,A,A
2ijr,A,A
5c0m,A,B
2fiu,A,B
6w1k,A,B
4k05,A,B
2imj,A,B
3mep,B,C
6exp,A,B
3on9,A,B
2jpq,A,B
4gio,A,B
2okq,A,B
2p1g,A,B
7b0o,A,B
3ctw,B,D
3iuu,A,A
4goq,A,B
2gbo,A,B
6q2z,A,B
5gl6,A,A
7cue,E,A
4mdw,A,A
2qsd,A,B
2ba2,A,B
2g0t,A,B
2obn,A,A
4qpv,A,B
4dlh,A,B
2ohw,A,B
2hiy,A,C
4n6c,A,B
6u5u,G,G
3oh8,A,A
3n91,A,A
3u02,A,B
6gup,A,B
7me6,A,B
2ffg,A,B
2im8,A,B
2it9,A,B
2q22,A,B
2qzi,A,B
3bh1,A,B
6q4w,A,B
1zee,A,B
1nei,A,B
7b5j,A,B
3r2x,C,A
1ryl,A,B
1sed,A,B
6wxw,A,B
1kjn,A,B
4ozu,A,A
2dcl,A,B
4m1a,A,B
4pmn,A,B
1xcr,A,B
2g6t,A,B
3m7a,A,B
1oae,A,B
1wws,A,B
1i36,A,B
1q7h,A,A
3lh2,T,U
1v8c,A,A
1tvf,A,B
5tw4,A,A
1nxh,A,B
1oq1,A,B
1udx,A,A
6q5u,N,H
1w8x,P,M
3bb6,A,C
3m70,A,A
3di4,A,B
2oqm,A,B
3mlg,A,A
2i8g,A,B
2guk,A,B
6f03,A,B
5x6b,E,F
3wkr,C,A
2raq,A,B
3d4r,A,B
6zvz,A,B
6zw0,A,C
2r47,A,B
4qrk,A,A
6teh,C,A
3hlu,A,B
3q4n,A,B
4bwd,A,B
3fid,A,B
6tvh,A,B
6x0l,O,P
4o5p,A,A
3ush,A,B
4psn,A,B
5zdc,C,J
2f4i,A,B
3cxj,A,B
6cfx,A,B
6sjl,A,B
6sk0,A,A
6em5,z,B
4pfz,A,A
2aua,A,B
3k8r,A,B
1zke,A,B
6teb,C,A
4n7r,C,A
6m09,A,A
5bnc,A,A
3m92,A,B
3q6c,C,F
3njc,A,B
2i76,A,B
3d1l,A,A
3jx9,A,B
3kby,A,B
5jff,B,A
2ekd,A,B
2l01,A,B
2nwa,A,B
5yo8,A,B
6jiv,A,C
3v68,A,A
3nj2,A,B
2mhg,A,B
2w56,A,B
4opw,A,B
5odk,A,B
2pyq,A,B
2mpn,A,B
3d19,A,A
4kq7,A,B
3nat,A,B
1j3m,A,B
2psb,A,A
5fej,A,A
6iy0,A,B
2cxd,A,B
2lyy,A,B
5a20,G,E
3ueb,A,B
1rki,A,B
2ebe,A,B
2ehw,A,B
2euc,A,B
6jwp,D,C
4xpm,B,C
2hjm,A,B
2hql,A,E
2igs,A,D
2js3,A,B
2ooj,A,B
6bjt,A,B
2p62,A,B
2pd0,A,B
2rbd,A,B
2rdc,A,B
2z0r,A,B
6jjt,A,C
3c5p,A,B
3c8i,A,B
3d0w,A,B
3d33,A,B
2e12,A,B
2e6x,A,B
4c47,A,B
2p3p,A,B
3vb8,A,B
5fig,A,A
3n8b,A,B
5jen,A,C
3cyg,A,A
5k1a,B,H
7ay1,E,A
5k1b,B,B
6iqr,A,B
5wql,C,C
6iqq,C,C
5tbf,A,B
3ol3,A,B
4nd8,B,A
6wby,A,A
5hiu,A,B
5fvm,A,A
7drg,A,B
7k36,I,I
7kb3,A,B
4npa,A,D
6gfl,A,A
6v8q,A,A
6zww,A,A
5id8,A,A
4qxf,B,C
4j4l,A,C
4k5u,A,D
4elj,A,A
7aah,A,B
4pu2,A,A
4pvb,A,A
4pw4,A,A
1b0v,A,B
5fd1,A,A
4qhw,A,A
5jxc,A,B
3fjv,A,B
6g7e,B,B
4p1n,A,B
4fzo,A,B
4oy2,A,E
4rgw,A,B
6mzl,A,A
5yvf,A,B
6et9,E,J
5m3k,B,B
3fgg,A,B
3g1j,A,B
2h1q,A,B
3l5o,A,A
2ddz,A,B
6oad,A,D
6cxd,A,A
4u8f,A,B
4u8e,A,A
7bm2,A,B
6tl1,A,B
5xs4,A,A
3hlz,A,B
3nqn,A,B
5ona,A,B
7onb,I,M
4yok,A,A
4hz9,B,C
6hb1,A,A
3kop,A,B
4r8o,A,B
3e0z,A,B
3gf6,A,B
3iuw,A,B
2hr2,A,B
3kd4,A,B
3n6y,A,B
4tsd,A,B
3cjl,A,B
3lm3,A,A
4ktw,A,B
6juf,A,B
4s1a,A,B
